#1
double K(937,2)
0.0 748.1500074735859
0.003101020514433644 748.1500074782173
0.012898979485566356 748.1500074785349
0.02 748.150007465173
0.021550510257216823 748.1500074714413
0.026449489742783175 748.1500074729464
0.03 748.1500074370279
0.03155051025721682 748.1500074676065
0.03644948974278318 748.1500074690185
0.04 748.150007413
0.040775255128608405 748.1500074393225
0.04322474487139159 748.1500074456882
0.045 748.1500072954196
0.04577525512860841 748.1500074233716
0.04822474487139159 748.1500074292398
0.05 748.1500071940989
0.050775255128608414 748.1500073889182
0.053224744871391595 748.1500073861483
0.055 748.150006862463
0.05577525512860841 748.1500072595571
0.05822474487139159 748.1500069745896
0.06 747.8401803670424
0.06077525512860841 747.4332576106998
0.06322474487139158 746.2242348674574
0.065 745.3936277622748
0.06577525512860842 745.0446942614461
0.06822474487139159 743.9821756584225
0.07 743.2481862324822
0.07077525512860842 742.9384286665111
0.07322474487139158 741.9919983679206
0.07500000000000001 741.3352791500197
0.07577525512860842 741.057131853876
0.07822474487139158 740.2048805796057
0.08 739.6113262730397
0.0807752551286084 739.3592001596971
0.08322474487139159 738.5848351204387
0.08499999999999998 738.0438508857211
0.08577525512860841 737.8135039492432
0.08822474487139158 737.1045875275892
0.08999999999999998 736.6080169133779
0.0907752551286084 736.3961558723151
0.09322474487139158 735.7429830960459
0.095 735.2844156026908
0.09577525512860842 735.0884341242233
0.09822474487139159 734.4832900848323
0.1 734.0575978267179
0.10077525512860842 733.8753988997862
0.1032247448713916 733.312051789554
0.105 732.915070020041
0.1057752551286084 732.7449420619475
0.1082247448713916 732.2182875974787
0.11 731.8465886806632
0.1107752551286084 731.687117031946
0.1132247448713916 731.1929231541219
0.115 730.8436530314121
0.1157752551286084 730.6936553932921
0.11822474487139158 730.2283751724513
0.12 729.8991326995101
0.1207752551286084 729.7576111582456
0.12322474487139158 729.3182431822586
0.125 729.0069895387632
0.1257752551286084 728.8730943246292
0.1282247448713916 728.4570768309561
0.13 728.1620664480122
0.1307752551286084 728.035068152846
0.1332247448713916 727.6401975850441
0.135 727.3599247436479
0.1357752551286084 727.2391927387414
0.1382247448713916 726.8635602752614
0.14 726.596717300663
0.14077525512860842 726.481702769029
0.1432247448713916 726.1236442745296
0.14500000000000002 725.8690884351964
0.14577525512860842 725.759310885416
0.14822474487139162 725.4173670226057
0.15000000000000002 725.174094049176
0.15077525512860843 725.0691304892074
0.15322474487139162 724.7420146169742
0.15500000000000003 724.5091373161027
0.15577525512860843 724.4086134827234
0.1582247448713916 724.0951855885289
0.16 723.8719164208427
0.1607752551286084 723.7754996144891
0.16322474487139155 723.4747449717324
0.16499999999999998 723.2603817451616
0.16577525512860838 723.1677749307481
0.16822474487139158 722.8787864912622
0.16999999999999998 722.6727005254763
0.1707752551286084 722.5836374405167
0.17322474487139158 722.305601205802
0.175 722.1072274735694
0.1757752551286084 722.0214685444602
0.1782247448713916 721.7536513319116
0.18 721.5624801946522
0.1807752551286084 721.479809106378
0.1832247448713916 721.2215482558076
0.185 721.0371184942406
0.1857752551286084 720.9573392922017
0.1882247448713916 720.7080339554726
0.19 720.5299268596797
0.1907752551286084 720.4528614877819
0.1932247448713916 720.2119652186732
0.195 720.0397995503839
0.1957752551286084 719.965285749063
0.1982247448713916 719.7323001676832
0.2 719.5657278450385
0.20155051025721685 719.4218194765521
0.2064494897427832 718.9765297626819
0.21 718.6620003290519
0.21155051025721683 718.527017489775
0.2164494897427832 718.1084976089824
0.22 717.8125266295631
0.2215505102572168 717.6853977630145
0.2264494897427832 717.2909036202004
0.23 717.0116250905904
0.2315505102572168 716.8915726636533
0.23644948974278315 716.5187583947051
0.24 716.2545723257643
0.24155051025721683 716.1409279478655
0.2464494897427832 715.787772870705
0.25 715.5372973036048
0.2515505102572168 715.4294823439726
0.2564494897427832 715.0942338748836
0.26 714.8562672195504
0.2615505102572168 714.753777529546
0.2664494897427832 714.4349060608968
0.27 714.2083972070485
0.2715505102572168 714.110790949098
0.2764494897427832 713.8069538075583
0.28 713.5909781630025
0.28155051025721683 713.4978660194861
0.2864494897427832 713.2078784010448
0.29000000000000004 713.0016185030215
0.29155051025721684 712.9126557289806
0.29644948974278323 712.6354670537809
0.30000000000000004 712.4381967464475
0.30155051025721685 712.353076665549
0.30644948974278324 712.087751185841
0.31000000000000005 711.8988226061977
0.31155051025721686 711.8172712471953
0.3164494897427832 711.5629720241716
0.32 711.3818048198856
0.3215505102572168 711.3035764622946
0.32644948974278315 711.0595520345616
0.33 710.8856243705064
0.3307752551286084 710.8480254006537
0.3332247448713916 710.7298719407304
0.335 710.6449478139857
0.3357752551286084 710.6080542829709
0.33822474487139154 710.4922139379306
0.34 710.4089435125628
0.3415505102572168 710.3366875113521
0.3464494897427832 710.1112461403824
0.35 709.9504295522752
0.3515505102572168 709.8809259719345
0.3564494897427832 709.6639147134894
0.36 709.50905344147
0.36310102051443366 709.375477074861
0.37289897948556633 708.9634499332216
0.38 708.6734350099464
0.3831010205144337 708.5493630611095
0.3928989794855664 708.1656777507208
0.4 707.8952921497153
0.4031010205144337 707.7795107498793
0.4128989794855664 707.421174218635
0.42 707.1683879690315
0.42310102051443366 707.0600547849267
0.4328989794855664 706.7245298859419
0.44 706.4876167473653
0.4431010205144336 706.3860134110099
0.4528989794855664 706.0711317902727
0.46 705.8486122052136
0.4631010205144336 705.7531214250415
0.4728989794855663 705.4570162200264
0.48 705.247613034519
0.48310102051443365 705.1577007425631
0.4928989794855663 704.8787539328712
0.5 704.6813576100792
0.5031010205144336 704.596558875402
0.5128989794855664 704.3333596265924
0.52 704.1470006169229
0.5215505102572169 704.1069168820418
0.5264494897427832 703.9811535704371
0.53 703.8910648419485
0.5315505102572169 703.8520172201778
0.5364494897427832 703.7297271053235
0.54 703.6421155651609
0.5407752551286085 703.6231122565383
0.5432247448713916 703.5633074538739
0.545 703.5202142370174
0.5457752551286085 703.5014628448257
0.5482247448713916 703.4424763259983
0.55 703.3999715315176
0.5507752551286085 703.3814758368868
0.5532247448713916 703.3232924524141
0.555 703.2813652371584
0.5557752551286084 703.2631205420084
0.5582247448713915 703.205725587972
0.56 703.1643654265939
0.5615505102572168 703.1284043947685
0.5664494897427831 703.0157772411056
0.57 702.9350623899765
0.5715505102572168 702.9000670699238
0.5764494897427831 702.7904326162571
0.58 702.7118551690453
0.5815505102572168 702.6777843783339
0.5864494897427831 702.5710391466561
0.59 702.4945258536316
0.5915505102572168 702.4613480986671
0.5964494897427831 702.3573943296174
0.6 702.2828759639926
0.6031010205144336 702.2183622348731
0.6128989794855664 702.0179814972045
0.62 701.8758259041954
0.6231010205144336 701.8146401296141
0.6328989794855664 701.624407222739
0.64 701.4894195499951
0.6462020410288672 701.3735509185132
0.6657979589711327 701.0195824466538
0.68 700.7732203435957
0.6862020410288673 700.6688700550153
0.7057979589711326 700.3490083661145
0.72 700.1263164854481
0.7231010205144336 700.0791233136129
0.7328989794855663 699.9315118271024
0.74 699.8267181054777
0.7431010205144336 699.7815860183645
0.7528989794855664 699.6412116818896
0.76 699.5415597537686
0.7615505102572168 699.5200777878345
0.766449489742783 699.452656361947
0.77 699.4043044971651
0.771550510257217 699.3833296609523
0.776449489742783 699.3175885807635
0.78 699.2704430663327
0.781550510257217 699.2499917676433
0.7864494897427831 699.1858932180667
0.79 699.1399271688939
0.791550510257217 699.119987795802
0.7964494897427831 699.0574956351636
0.8 699.0126833579559
0.8007752551286084 699.0029564865358
0.8032247448713917 698.9723397720877
0.805 698.9502702187945
0.8057752551286084 698.9406628170817
0.8082247448713917 698.9104344646468
0.81 698.8886452356505
0.8107752551286085 698.8791597821172
0.8132247448713916 698.8493157161677
0.815 698.827803902563
0.8157752551286085 698.8184391124739
0.8182247448713916 698.7889753470049
0.82 698.767738108795
0.8215505102572169 698.7492658905163
0.8264494897427832 698.691391561542
0.83 698.6498975577974
0.8315505102572169 698.6318995047865
0.8364494897427832 698.5755021438565
0.84 698.5350700541832
0.8407752551286085 698.5262943731543
0.8432247448713917 698.4986753020454
0.845 698.4787708588004
0.8457752551286085 698.4701041930948
0.8482247448713917 698.4428432671675
0.8500000000000002 698.4231979679146
0.851550510257217 698.4061077677999
0.8564494897427832 698.3525788537587
0.8600000000000002 698.3142109201065
0.861550510257217 698.297568421913
0.8664494897427832 698.2454336305946
0.8700000000000001 698.2080741980463
0.8707752551286084 698.1999619978809
0.8732247448713917 698.1744461744029
0.875 698.156237705016
0.8757752551286083 698.150162047746
0.8782247448713916 698.1500027218385
0.88 698.1500198230016
0.8807752551286083 698.149999758163
0.8832247448713917 698.1499963911691
0.885 698.1500056661582
0.8857752551286083 698.1499964714027
0.8882247448713917 698.1499950689607
0.8899999999999998 698.1500013281877
0.8915505102572167 698.1499941279402
0.896449489742783 698.1499936456386
0.8999999999999998 698.1499955008596
0.9031010205144336 698.1499933448009
0.9128989794855664 698.1499931973195
0.92 698.1499937174001
0.9262020410288672 698.1499931097036
0.9457979589711326 698.1499930679795
0.96 698.1499932117543
0.9724040820577344 698.1499930437684
1.011595917942265 698.1499930324176
1.04 698.1499930737216
1.0524040820577347 698.1499930339289
1.0915959179422654 698.1499930283284
1.12 698.1499930603569
1.1448081641154693 698.1499930243368
1.2231918358845308 698.1499930223105
1.28 698.1499930353829
1.3048081641154692 698.1499930234545
1.3831918358845308 698.1499930222163
1.44 698.1499930366083
1.464808164115469 698.1499930240489
1.543191835884531 698.1499930233726
1.6 698.1499930462804
1.6124040820577348 698.1499930359502
1.6515959179422657 698.1499930335724
1.6800000000000002 698.1499931151634
1.6862020410288674 698.149993079538
1.705797958971133 698.1499930751932
1.7200000000000002 698.1499933619588
1.723101020514434 698.1499932350406
1.7328989794855665 698.1499932218077
1.7400000000000002 698.1499941992273
1.7415505102572173 698.1499937578565
1.7464494897427834 698.1499936914106
1.75 698.149996780665
1.7507752551286084 698.1499953481042
