#1
double K(937,3)
0.0 748.1500074735859 0.0
0.003101020514433644 748.1500074782173 2.5754666817859553e-05
0.012898979485566356 748.1500074785349 0.00010825875499183264
0.02 748.150007465173 0.00016914123389427175
0.021550510257216823 748.1500074714413 0.0001825581527725423
0.026449489742783175 748.1500074729464 0.00022524311495842895
0.03 748.1500074370279 0.0002564589644461461
0.03155051025721682 748.1500074676065 0.000270165323430881
0.03644948974278318 748.1500074690185 0.00031377102763812027
0.04 748.150007413 0.0003456601352208357
0.040775255128608405 748.1500074393225 0.0003526553213174031
0.04322474487139159 748.1500074456882 0.00037483343125546497
0.045 748.1500072954196 0.00039097948648361767
0.04577525512860841 748.1500074233716 0.00039804968293224974
0.04822474487139159 748.1500074292398 0.00042046559958567974
0.05 748.1500071940989 0.00043678477055092137
0.050775255128608414 748.1500073889182 0.00044393076953367375
0.053224744871391595 748.1500073861483 0.0004665870040775495
0.055 748.150006862463 0.0004830811184929602
0.05577525512860841 748.1500072595571 0.0004902969032249335
0.05822474487139159 748.1500069745896 0.0005132146934027325
0.06 747.8401803670424 0.00052984199215481
0.06077525512860841 747.4332576106998 0.0005370678643518023
0.06322474487139158 746.2242348674574 0.0005596130604794286
0.065 745.3936277622748 0.0005756955942369136
0.06577525512860842 745.0446942614461 0.0005826549168307145
0.06822474487139159 743.9821756584225 0.0006044029094902364
0.07 743.2481862324822 0.0006199469866238156
0.07077525512860842 742.9384286665111 0.0006266806094672796
0.07322474487139158 741.9919983679206 0.0006477497448426293
0.07500000000000001 741.3352791500197 0.0006628320028818232
0.07577525512860842 741.057131853876 0.000669371270945061
0.07822474487139158 740.2048805796057 0.0006898531539605028
0.08 739.6113262730397 0.0007045335908765041
0.0807752551286084 739.3592001596971 0.0007109032003479366
0.08322474487139159 738.5848351204387 0.000730870521080439
0.08499999999999998 738.0438508857211 0.000745197188870834
0.08577525512860841 737.8135039492432 0.0007514170225855925
0.08822474487139158 737.1045875275892 0.0007709286517183643
0.08999999999999998 736.6080169133779 0.0007849407674576251
0.0907752551286084 736.3961558723151 0.0007910271237700714
0.09322474487139158 735.7429830960459 0.0008101315613210576
0.095 735.2844156026908 0.0008238616441213578
0.09577525512860842 735.0884341242233 0.0008298280880939286
0.09822474487139159 734.4832900848323 0.0008485658741781149
0.1 734.0575978267179 0.0008620412576059766
0.10077525512860842 733.8753988997862 0.0008678992276985891
0.1032247448713916 733.312051789554 0.0008863046743329217
0.105 732.915070020041 0.0008995486043927911
0.1057752551286084 732.7449420619475 0.0009053078555765581
0.1082247448713916 732.2182875974787 0.0009234103201688707
0.11 731.8465886806632 0.0009364427700823784
0.1107752551286084 731.687117031946 0.0009421117043856032
0.1132247448713916 731.1929231541219 0.000959936545362816
0.115 730.8436530314121 0.0009727748318419971
0.1157752551286084 730.6936553932921 0.000978360749511464
0.11822474487139158 730.2283751724513 0.000995930056251378
0.12 729.8991326995101 0.0010085893135123435
0.1207752551286084 729.7576111582456 0.0010140986069783191
0.12322474487139158 729.3182431822586 0.0010314317661428022
0.125 729.0069895387632 0.0010439253159562586
0.1257752551286084 728.8730943246292 0.0010493636218003196
0.1282247448713916 728.4570768309561 0.001066477762895149
0.13 728.1620664480122 0.001078817407330097
0.1307752551286084 728.035068152846 0.0010841897268920489
0.1332247448713916 727.6401975850441 0.0011011000772039334
0.135 727.3599247436479 0.0011132963329866922
0.1357752551286084 727.2391927387414 0.001118607129197061
0.1382247448713916 726.8635602752614 0.001135327299730186
0.14 726.596717300663 0.001147389587889194
0.14077525512860842 726.481702769029 0.001152642863831812
0.1432247448713916 726.1236442745296 0.0011691850820097298
0.14500000000000002 725.8690884351964 0.0011811218828403378
0.14577525512860842 725.759310885416 0.001186321246101107
0.14822474487139162 725.4173670226057 0.0012026965469032142
0.15000000000000002 725.174094049176 0.0012145155277242768
0.15077525512860843 725.0691304892074 0.0012196642435570886
0.15322474487139162 724.7420146169742 0.0012358826278452849
0.15500000000000003 724.5091373161027 0.0012475907491845957
0.15577525512860843 724.4086134827234 0.0012526917847884517
0.1582247448713916 724.0951855885289 0.0012687623514756434
0.16 723.8719164208427 0.00128036595598821
0.1607752551286084 723.7754996144891 0.0012854220176522755
0.16322474487139155 723.4747449717324 0.001301353074823908
0.16499999999999998 723.2603817451616 0.0013128579622655617
0.16577525512860838 723.1677749307481 0.0013178715267419395
0.16822474487139158 722.8787864912622 0.0013336706856994088
0.16999999999999998 722.6727005254763 0.0013450821765466363
0.1707752551286084 722.5836374405167 0.0013500555177138754
0.17322474487139158 722.305601205802 0.0013657297730516168
0.175 722.1072274735694 0.0013770527628069876
0.1757752551286084 722.0214685444602 0.0013819879744630002
0.1782247448713916 721.7536513319116 0.0013975437726409935
0.18 721.5624801946522 0.001408782778443406
0.1807752551286084 721.479809106378 0.0014136817938951174
0.1832247448713916 721.2215482558076 0.0014291250922705736
0.185 721.0371184942406 0.0014402842931063723
0.1857752551286084 720.9573392922017 0.0014451489020912947
0.1882247448713916 720.7080339554726 0.0014604852199882128
0.19 720.5299268596797 0.0014715684915483688
0.1907752551286084 720.4528614877819 0.001476400354920518
0.1932247448713916 720.2119652186732 0.0014916348180154383
0.195 720.0397995503839 0.0015026457630476176
0.1957752551286084 719.965285749063 0.0015074464255795566
0.1982247448713916 719.7323001676832 0.0015225838046456516
0.2 719.5657278450385 0.001533525779495084
0.20155051025721685 719.4218194765521 0.001543063065146312
0.2064494897427832 718.9765297626819 0.001573081093978534
0.21 718.6620003290519 0.0015947295504026347
0.21155051025721683 718.527017489775 0.001604156081199454
0.2164494897427832 718.1084976089824 0.001633834114289694
0.22 717.8125266295631 0.0016552452373414545
0.2215505102572168 717.6853977630145 0.0016645704187995371
0.2264494897427832 717.2909036202004 0.0016939369993020272
0.23 717.0116250905904 0.0017151304190306208
0.2315505102572168 716.8915726636533 0.0017243625609736496
0.23644948974278315 716.5187583947051 0.0017534429585087505
0.24 716.2545723257643 0.0017744360997677534
0.24155051025721683 716.1409279478655 0.001783582589957259
0.2464494897427832 715.787772870705 0.001812399311969828
0.25 715.5372973036048 0.0018332077323577024
0.2515505102572168 715.4294823439726 0.0018422751761950872
0.2564494897427832 715.0942338748836 0.0018708483807538328
0.26 714.8562672195504 0.0018914860446156217
0.2615505102572168 714.753777529546 0.0019004803787026749
0.2664494897427832 714.4349060608968 0.0019288282110658784
0.27 714.2083972070485 0.0019493077137834893
0.2715505102572168 714.110790949098 0.001958234299096765
0.2764494897427832 713.8069538075583 0.0019863731686186343
0.28 713.5909781630025 0.0020067059218145007
0.28155051025721683 713.4978660194861 0.002015569620806474
0.2864494897427832 713.2078784010448 0.002043514430653945
0.29000000000000004 713.0016185030215 0.0020637108163448128
0.29155051025721684 712.9126557289806 0.0020725160572444444
0.29644948974278323 712.6354670537809 0.0021002803964211766
0.30000000000000004 712.4381967464475 0.002120349896272795
0.30155051025721685 712.353076665549 0.002129100727097417
0.30644948974278324 712.087751185841 0.0021566970320887517
0.31000000000000005 711.8988226061977 0.00217664833652986
0.31155051025721686 711.8172712471953 0.0021853484707568187
0.3164494897427832 711.5629720241716 0.0022127881624865167
0.32 711.3818048198856 0.002232629263400056
0.3215505102572168 711.3035764622946 0.002241282118824247
0.32644948974278315 711.0595520345616 0.00226857571939326
0.33 710.8856243705064 0.0022883139893166023
0.3307752551286084 710.8480254006537 0.0022926191840216383
0.3332247448713916 710.7298719407304 0.0023062110271670527
0.335 710.6449478139857 0.0023160514912290943
0.3357752551286084 710.6080542829709 0.0023203461817812927
0.33822474487139154 710.4922139379306 0.002333905199432028
0.34 710.4089435125628 0.002343722214232488
0.3415505102572168 710.3366875113521 0.0023522897443075336
0.3464494897427832 710.1112461403824 0.002379319620038383
0.35 709.9504295522752 0.0023988721991255683
0.3515505102572168 709.8809259719345 0.0024074012397230816
0.3564494897427832 709.6639147134894 0.0024343121313457577
0.36 709.50905344147 0.0024537809164490968
0.36310102051443366 709.375477074861 0.0024707616473233947
0.37289897948556633 708.9634499332216 0.0025242767751353767
0.38 708.6734350099464 0.002562936763631723
0.3831010205144337 708.5493630611095 0.002579788155507355
0.3928989794855664 708.1656777507208 0.002632912022894554
0.4 707.8952921497153 0.0026713043423222936
0.4031010205144337 707.7795107498793 0.0026880428611438536
0.4128989794855664 707.421174218635 0.0027408254463094773
0.42 707.1683879690315 0.0027789844804733
0.42310102051443366 707.0600547849267 0.0027956246866503304
0.4328989794855664 706.7245298859419 0.002848110295519265
0.44 706.4876167473653 0.0028860666261891297
0.4431010205144336 706.3860134110099 0.0029026214951328416
0.4528989794855664 706.0711317902727 0.0029548497024127407
0.46 705.8486122052136 0.002992630728571873
0.4631010205144336 705.7531214250415 0.003009111906048759
0.4728989794855663 705.4570162200264 0.0030611183076666684
0.48 705.247613034519 0.003098748743054966
0.48310102051443365 705.1577007425631 0.003115166750939634
0.4928989794855663 704.8787539328712 0.0031669835723458174
0.5 704.6813576100792 0.0032044858494822406
0.5031010205144336 704.596558875402 0.0032208502532705334
0.5128989794855664 704.3333596265924 0.0032725068462021866
0.52 704.1470006169229 0.003309901447665712
0.5215505102572169 704.1069168820418 0.0033180620205555643
0.5264494897427832 703.9811535704371 0.0033438358460481893
0.53 703.8910648419485 0.0033625058682123657
0.5315505102572169 703.8520172201778 0.0033706566779098646
0.5364494897427832 703.7297271053235 0.0033964006538898025
0.54 703.6421155651609 0.003415049978645191
0.5407752551286085 703.6231122565383 0.003419121147893929
0.5432247448713916 703.5633074538739 0.003431982274270961
0.545 703.5202142370174 0.0034413013462677466
